nom;prenom;date naissance;email;tel portable; tel fixe;num permis;taux de remise;adresse;adresse1;adresse2;raisonSo;SIRET;nomC societe;id client civ;id client type permis;id client ville cp;
Leleu ;Erwan ;1980-12-19;erwanleleu@orange.fr ;06 75 74 27 42 ;04 70 05 99 07;910306742938;null;75 Rue du Dôme ;null;null;null;null;null;1;3;34725;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Leleu ', 'Erwan ', '1980-12-19', 'erwanleleu@orange.fr ', '06 75 74 27 42 ', '910306742938', null, '75 Rue du Dôme ', null, null, null, null, null, 1, 3, 34725);"
Lopez ;Maxence ;1951-07-02;maxencelopez@orange.fr ;06 78 09 43 99 ;02 52 97 57 85;550503942873;null;150 Rue d''Alésia ;null;null;null;null;null;1;2;12423;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lopez ', 'Maxence ', '1951-07-02', 'maxencelopez@orange.fr ', '06 78 09 43 99 ', '550503942873', null, '150 Rue d''Alésia ', null, null, null, null, null, 1, 2, 12423);"
Bouquet ;Gabriel ;1965-03-11;gabrielbouquet@orange.fr ;06 79 76 67 70 ;05 84 96 00 31;970309505242;null;184 Place de la Bataille-de-Stalingrad ;null;null;'Mydo’;'114 582 569 6996’;'Fernandes Pierre’;3;1;35632;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bouquet ', 'Gabriel ', '1965-03-11', 'gabrielbouquet@orange.fr ', '06 79 76 67 70 ', '970309505242', null, '184 Place de la Bataille-de-Stalingrad ', null, null, 'Mydo’, '114 582 569 6996’, 'Fernandes Pierre’, 3, 1, 35632);"
Joly ;Alexandre ;1994-11-03;alexandrejoly@orange.fr ;06 75 55 75 25 ;02 57 09 01 47;010400206764;1.09;251 Rue Casimir-Périer ;null;null;null;null;null;1;2;1041;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Joly ', 'Alexandre ', '1994-11-03', 'alexandrejoly@orange.fr ', '06 75 55 75 25 ', '10400206764', 1.09, '251 Rue Casimir-Périer ', null, null, null, null, null, 1, 2, 1041);"
Lejeune ;Manon ;1994-07-18;manonlejeune@orange.fr ;06 79 45 88 61 ;02 62 77 87 75;530103654342;null;142 Place Henry-de-Montherlant ;null;null;null;null;null;3;2;23453;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lejeune ', 'Manon ', '1994-07-18', 'manonlejeune@orange.fr ', '06 79 45 88 61 ', '530103654342', null, '142 Place Henry-de-Montherlant ', null, null, null, null, null, 3, 2, 23453);"
Dubois ;Tatiana ;1973-03-04;tatianadubois@orange.fr ;06 46 40 43 87 ;04 23 52 73 07;360407844706;null;30 Avenue du Général-Messimy ;null;null;null;null;null;3;1;1403;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dubois ', 'Tatiana ', '1973-03-04', 'tatianadubois@orange.fr ', '06 46 40 43 87 ', '360407844706', null, '30 Avenue du Général-Messimy ', null, null, null, null, null, 3, 1, 1403);"
Leclerc ;Martin ;1972-07-07;martinleclerc@orange.fr ;06 47 85 54 57 ;05 77 37 39 77;160501861130;null;173 Place Henri-Bergson ;null;null;null;null;null;1;1;26277;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Leclerc ', 'Martin ', '1972-07-07', 'martinleclerc@orange.fr ', '06 47 85 54 57 ', '160501861130', null, '173 Place Henri-Bergson ', null, null, null, null, null, 1, 1, 26277);"
Rousset ;Cédric ;1959-07-10;cedricrousset@orange.fr ;06 06 96 37 71 ;05 92 60 09 76;180602650347;null;75 Rue Caillié ;null;null;null;null;null;2;3;8702;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Rousset ', 'Cédric ', '1959-07-10', 'cedricrousset@orange.fr ', '06 06 96 37 71 ', '180602650347', null, '75 Rue Caillié ', null, null, null, null, null, 2, 3, 8702);"
Fleury ;Léane ;1979-09-13;leanefleury@orange.fr ;06 96 05 99 08 ;04 82 00 51 17;820100070283;null;243 Place Camille-Claudel ;null;null;null;null;null;2;1;19225;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Fleury ', 'Léane ', '1979-09-13', 'leanefleury@orange.fr ', '06 96 05 99 08 ', '820100070283', null, '243 Place Camille-Claudel ', null, null, null, null, null, 2, 1, 19225);"
Boyer ;Adrien ;1966-02-12;adrienboyer@orange.fr ;06 98 71 67 77 ;04 18 43 95 36;000803935952;null;136 Cité Industrielle ;null;null;null;null;null;2;3;27685;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Boyer ', 'Adrien ', '1966-02-12', 'adrienboyer@orange.fr ', '06 98 71 67 77 ', '803935952', null, '136 Cité Industrielle ', null, null, null, null, null, 2, 3, 27685);"
Sellier ;Célia ;1977-05-22;celiasellier@orange.fr ;06 22 31 39 02 ;02 54 93 56 11;390600706740;null;8 Square Adanson ;null;null;null;null;null;3;1;9836;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Sellier ', 'Célia ', '1977-05-22', 'celiasellier@orange.fr ', '06 22 31 39 02 ', '390600706740', null, '8 Square Adanson ', null, null, null, null, null, 3, 1, 9836);"
Salaun ;Léa ;1960-05-21;leasalaun@orange.fr ;06 40 50 50 39 ;05 55 59 02 74;740806455527;null;165 Rue Bénard ;null;null;null;null;null;2;1;5101;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Salaun ', 'Léa ', '1960-05-21', 'leasalaun@orange.fr ', '06 40 50 50 39 ', '740806455527', null, '165 Rue Bénard ', null, null, null, null, null, 2, 1, 5101);"
Rossi ;Élise ;1976-01-25;eliserossi@live.fr ;06 10 05 89 38 ;01 21 59 40 31;190908322871;null;226 Rue Alfred-Stevens ;null;null;null;null;null;1;1;8669;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Rossi ', 'Élise ', '1976-01-25', 'eliserossi@live.fr ', '06 10 05 89 38 ', '190908322871', null, '226 Rue Alfred-Stevens ', null, null, null, null, null, 1, 1, 8669);"
Hernandez ;Angelina ;1953-05-02;angelinahernandez@live.fr ;06 41 07 41 17 ;05 01 72 42 57;080402322614;null;75 Rue du Foin ;null;null;null;null;null;1;1;2621;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Hernandez ', 'Angelina ', '1953-05-02', 'angelinahernandez@live.fr ', '06 41 07 41 17 ', '80402322614', null, '75 Rue du Foin ', null, null, null, null, null, 1, 1, 2621);"
Lecocq ;Sarah ;1953-09-02;sarahlecocq@live.fr ;06 71 24 68 34 ;02 08 25 41 92;140607246562;null;140 Boulevard de la Bastille ;null;null;null;null;null;3;3;14783;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lecocq ', 'Sarah ', '1953-09-02', 'sarahlecocq@live.fr ', '06 71 24 68 34 ', '140607246562', null, '140 Boulevard de la Bastille ', null, null, null, null, null, 3, 3, 14783);"
Lecoq ;Killian ;1950-11-20;killianlecoq@live.fr ;06 35 89 08 78 ;01 41 57 54 70;270801322897;null;210 Rue de Capri ;null;null;'Browsetype’;'074 157 646 5918’;'Barreau Maxime ‘;2;1;27437;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lecoq ', 'Killian ', '1950-11-20', 'killianlecoq@live.fr ', '06 35 89 08 78 ', '270801322897', null, '210 Rue de Capri ', null, null, 'Browsetype’, '074 157 646 5918’, 'Barreau Maxime ‘, 2, 1, 27437);"
Dufour ;Éloïse ;1960-08-28;eloisedufour@live.fr ;06 88 97 78 18 ;04 40 47 28 57;930700475029;null;289 Rue Danton ;null;null;null;null;null;3;1;9841;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dufour ', 'Éloïse ', '1960-08-28', 'eloisedufour@live.fr ', '06 88 97 78 18 ', '930700475029', null, '289 Rue Danton ', null, null, null, null, null, 3, 1, 9841);"
Le ;Evan ;1952-09-25;evanle@live.fr ;06 48 40 64 71 ;01 26 21 90 60;820501960480;null;13 Rue Decrès ;null;null;null;null;null;3;1;30259;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Le ', 'Evan ', '1952-09-25', 'evanle@live.fr ', '06 48 40 64 71 ', '820501960480', null, '13 Rue Decrès ', null, null, null, null, null, 3, 1, 30259);"
Boulet ;Luna ;1951-12-29;lunaboulet@live.fr ;06 21 62 10 25 ;02 52 20 58 00;430901272874;null;180 Rue de Bellevue ;null;null;null;null;null;2;3;9561;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Boulet ', 'Luna ', '1951-12-29', 'lunaboulet@live.fr ', '06 21 62 10 25 ', '430901272874', null, '180 Rue de Bellevue ', null, null, null, null, null, 2, 3, 9561);"
Bernier ;Jasmine ;1950-08-12;jasminebernier@live.fr ;06 62 22 63 79 ;01 83 67 88 27;980001653923;null;161 Impasse de la Défense ;null;null;null;null;null;3;3;17911;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bernier ', 'Jasmine ', '1950-08-12', 'jasminebernier@live.fr ', '06 62 22 63 79 ', '980001653923', null, '161 Impasse de la Défense ', null, null, null, null, null, 3, 3, 17911);"
Delaunay ;Clotilde ;1970-09-09;clotildedelaunay@live.fr ;06 20 54 63 41 ;04 54 30 72 24;240106135811;null;203 Rue Baudricourt ;null;null;null;null;null;3;1;1954;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Delaunay ', 'Clotilde ', '1970-09-09', 'clotildedelaunay@live.fr ', '06 20 54 63 41 ', '240106135811', null, '203 Rue Baudricourt ', null, null, null, null, null, 3, 1, 1954);"
Durant ;Anaïs ;1968-03-13;anaisdurant@live.fr ;06 55 65 88 90 ;04 14 12 25 68;290609931748;null;61 Boulevard Adolphe-Pinard ;null;null;null;null;null;2;1;27423;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Durant ', 'Anaïs ', '1968-03-13', 'anaisdurant@live.fr ', '06 55 65 88 90 ', '290609931748', null, '61 Boulevard Adolphe-Pinard ', null, null, null, null, null, 2, 1, 27423);"
Billard ;Zoé ;1994-08-15;zoebillard@live.fr ;06 93 59 17 09 ;02 10 37 29 08;550400640438;null;16 Rue de la Ferme-de-Savy ;null;null;null;null;null;2;1;35869;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Billard ', 'Zoé ', '1994-08-15', 'zoebillard@live.fr ', '06 93 59 17 09 ', '550400640438', null, '16 Rue de la Ferme-de-Savy ', null, null, null, null, null, 2, 1, 35869);"
Barthelemy ;Kylian ;1984-01-09;kylianbarthelemy@live.fr ;06 35 84 23 01 ;03 03 61 13 81;230605506570;null;119 Rue Falconet ;null;null;'Mydeo’;'167 519 297 4868’;'Forestier Zacharis’;1;2;8350;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Barthelemy ', 'Kylian ', '1984-01-09', 'kylianbarthelemy@live.fr ', '06 35 84 23 01 ', '230605506570', null, '119 Rue Falconet ', null, null, 'Mydeo’, '167 519 297 4868’, 'Forestier Zacharis’, 1, 2, 8350);"
Rossi ;Adrian ;1990-10-20;adrianrossi@live.fr ;06 81 16 18 39 ;05 15 14 65 35;250603460054;null;141 Rue Edmond-Roger ;null;null;null;null;null;3;2;22695;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Rossi ', 'Adrian ', '1990-10-20', 'adrianrossi@live.fr ', '06 81 16 18 39 ', '250603460054', null, '141 Rue Edmond-Roger ', null, null, null, null, null, 3, 2, 22695);"
Lemonnier ;Françoise ;1978-04-26;francoiselemonnier@live.fr ;06 25 25 44 60 ;05 32 18 04 77;880508801524;null;242 Rue de Franqueville ;null;null;null;null;null;3;3;7474;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lemonnier ', 'Françoise ', '1978-04-26', 'francoiselemonnier@live.fr ', '06 25 25 44 60 ', '880508801524', null, '242 Rue de Franqueville ', null, null, null, null, null, 3, 3, 7474);"
Meunier ;Colin ;1959-10-04;colinmeunier@live.fr ;06 46 08 20 08 ;01 46 35 86 22;230706244739;null;167 Rue de la Dhuis ;null;null;null;null;null;2;3;20053;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Meunier ', 'Colin ', '1959-10-04', 'colinmeunier@live.fr ', '06 46 08 20 08 ', '230706244739', null, '167 Rue de la Dhuis ', null, null, null, null, null, 2, 3, 20053);"
Masson ;Charlotte ;1988-02-08;charlottemasson@live.fr ;06 18 89 63 07 ;02 67 73 91 34;180703823785;null;115 Impasse Barrier ;null;null;null;null;null;3;2;506;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Masson ', 'Charlotte ', '1988-02-08', 'charlottemasson@live.fr ', '06 18 89 63 07 ', '180703823785', null, '115 Impasse Barrier ', null, null, null, null, null, 3, 2, 506);"
Boyer ;Anthony ;1984-03-12;anthonyboyer@live.fr ;06 00 54 08 70 ;03 55 17 16 21;220001414125;null;231 Rue des Filles-du-Calvaire ;null;null;null;null;null;2;3;33019;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Boyer ', 'Anthony ', '1984-03-12', 'anthonyboyer@live.fr ', '06 00 54 08 70 ', '220001414125', null, '231 Rue des Filles-du-Calvaire ', null, null, null, null, null, 2, 3, 33019);"
Cochet ;Kyllian ;1965-11-12;kylliancochet@live.fr ;06 29 94 80 93 ;01 11 80 20 62;500303436488;null;139 Rue Descombes ;null;null;null;null;null;2;2;7238;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Cochet ', 'Kyllian ', '1965-11-12', 'kylliancochet@live.fr ', '06 29 94 80 93 ', '500303436488', null, '139 Rue Descombes ', null, null, null, null, null, 2, 2, 7238);"
Delorme ;Élisa ;1976-11-03;elisadelorme@live.fr ;06 04 19 72 53 ;03 64 32 57 51;560007914186;null;165 Quai d''Ivry ;null;null;null;null;null;3;2;12975;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Delorme ', 'Élisa ', '1976-11-03', 'elisadelorme@live.fr ', '06 04 19 72 53 ', '560007914186', null, '165 Quai d''Ivry ', null, null, null, null, null, 3, 2, 12975);"
Remy ;Agathe ;1961-10-21;agatheremy@live.fr ;06 59 06 05 31 ;04 78 87 40 10;970402904527;null;74 Rue de l''Indre ;null;null;null;null;null;1;1;4083;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Remy ', 'Agathe ', '1961-10-21', 'agatheremy@live.fr ', '06 59 06 05 31 ', '970402904527', null, '74 Rue de l''Indre ', null, null, null, null, null, 1, 1, 4083);"
Adam ;Nina ;1956-03-16;ninaadam@live.fr ;06 01 42 15 61 ;04 67 61 81 65;670600340847;null;124 Rue Henri-Robert ;null;null;null;null;null;1;1;16955;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Adam ', 'Nina ', '1956-03-16', 'ninaadam@live.fr ', '06 01 42 15 61 ', '670600340847', null, '124 Rue Henri-Robert ', null, null, null, null, null, 1, 1, 16955);"
Peron ;Yohan ;1995-01-17;yohanperon@live.fr ;06 49 49 74 38 ;03 95 23 84 87;780608831963;1.2;170 Place de Barcelone ;null;null;null;null;null;1;1;20338;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Peron ', 'Yohan ', '1995-01-17', 'yohanperon@live.fr ', '06 49 49 74 38 ', '780608831963', 1.2, '170 Place de Barcelone ', null, null, null, null, null, 1, 1, 20338);"
